AnnualRainfall,CloudVisibility,Temperature,Humidity,SeasonalRainfall,class
2248.8458530516873,37.36408184666985,29.36350297118406,57.55448641942095,1486.9967908809438,1
3113.61370379408,33.291209623140325,43.767857660247905,63.1404961562515,450.572791637552,0
2469.3337322971656,17.615391250286006,38.29984854528513,89.81831752415262,758.6154193027837,0
791.5590408912874,60.726667010148795,34.96646210492592,53.80030702419245,1360.2332100298547,0
1149.5308287424439,47.66241605086289,23.900466011060914,90.875477936852,1015.9697545965118,0
1267.648644108217,86.57009923240037,23.899863008405067,36.1694101683684,1503.2849734062981,0
1402.524887756957,3.2109580482058253,21.452090304204987,84.37589060460415,1926.2950123234334,0
2478.911871826765,64.38679275551263,41.654403644373375,89.32833431383155,321.4387066588753,0
2263.880229388877,76.29488785115612,35.02787529358022,42.72723569861371,1448.1786611563157,0
1211.0601342747314,75.94865691883071,37.70181444490114,60.12425726605403,537.6538957010175,0
736.4419520949048,88.60739670955252,20.514612357395063,41.584984226455894,887.5057820743816,0
1100.0127156615133,72.9033742829494,44.247746304049855,79.46228902959524,162.43917901076566,0
3945.3345941651114,92.78100616476964,40.81106602001054,67.47434376431598,358.224026356128,0
2139.914324270153,33.26565998208915,25.308477766956905,74.47263426958247,707.5768491929094,0
3535.709266457394,50.32094167515431,24.545624180177516,43.75408768693478,749.7730300471713,0
3470.6336333409517,1.4079663282890675,24.585112746335845,44.82221034366937,1809.211911277982,1
2290.318451120058,0.6957587303291213,27.60605607398844,32.904812785693444,1509.4445276063786,0
2973.4069796119024,24.012662045151988,33.11891079080595,52.54472746370108,1947.147639555378,1
1174.632036444493,10.080719713908525,30.798625466052894,69.18212629335724,1238.235869636957,0
2909.388467244179,26.021136793575362,27.28072850495105,90.05544397981302,559.2560909735041,1
1453.3460274215133,17.70432945283974,35.296322368059485,76.68492132210764,722.5445568511215,0
3412.2173386395275,2.852002483864824,23.487346516301045,60.4777426379826,707.6882542547374,0
793.0344658811847,90.93041464060494,27.303616213380455,96.71840800758964,720.339222560178,0
3205.9853550984712,0.8223131388891525,29.159046082342293,80.34716404030823,1378.6319289124497,1
849.7791729901684,73.60821443370854,31.4017496054259,95.1115642003785,1108.5350633717908,0
3584.162329130081,15.214788691951654,39.62939903482534,66.9311581290516,832.3059383646242,0
1564.715813472513,91.22296219996,24.991844553958995,48.123299235519774,383.27056058456157,0
2790.376776907012,89.27959395898858,32.855860960340294,33.69786804553054,142.06440959007722,0
2206.2579751709795,65.39011463692573,34.81036422155106,80.82593960386953,515.7858874166159,0
1782.0610084181865,67.22341498006051,21.161260317999943,38.491209860387386,304.1956675404944,0
2759.046416142238,0.5339141969688543,35.18862129753596,51.1942589790377,1592.345558619255,1
3816.330431929333,98.4871566113602,24.263103092182288,67.27296355187282,313.74611984638227,1
644.4441158111765,87.78326035758144,21.62628982463199,69.50916114458234,1476.0336508829887,0
3715.984995590865,89.5106225730092,43.722138431333335,72.04082378909952,832.7515105745571,0
2631.7857925735475,65.92445370508719,44.14080082686398,41.63787312447904,239.41894051317436,0
3325.6000526916832,34.47869286545365,40.20993370291153,56.58161833751541,1644.187093920013,1
1843.5623370199714,89.36486490904808,27.61534422933427,73.20359589818767,1201.2980834495654,0
2151.450411931648,29.151692815119233,22.441802850159597,97.88732052436494,547.9468744407889,0
3540.977631304074,56.271154334220284,37.10582566280392,80.93417963897821,1799.894231232069,1
1951.9678943343808,9.97309723438824,31.003812343490033,94.58226299657704,185.99079635404777,0
2371.3084836217977,92.19556301327502,23.05095587111947,83.35484408199238,483.4572555757495,0
570.6822307951652,14.077045777121333,32.37942275278176,71.42018782246802,1528.889162831136,0
1055.093020433148,22.489680573040726,20.85971302788046,43.44163583954412,1447.8180675887893,0
2745.902777911799,55.813415812821496,42.73301005196955,76.66799563247591,649.6162180765083,0
3009.41915372357,76.40930002129815,26.469499540000424,73.63656961719349,217.84726317028793,1
2539.103278745748,61.93513059362989,36.56305710884955,72.17284193200865,1730.3483372273931,1
1001.5851269646373,23.213391280015617,27.792776902235275,64.28501075917686,696.0255123328149,0
2058.9190000224216,0.09430425274903342,33.00170052944527,67.0059622792493,471.8554883637039,0
1742.8316822711643,75.71505803074392,33.667756983581995,53.410976898267286,1080.5174624858564,0
2234.8147041228094,98.52073259110938,24.621361388138176,66.35188848496122,1829.4316786366498,1
